,term,Course_Name,enrolled,total_Seats
215,Fall 2006,CSC 899 [02 ],0,0
216,Fall 2006,CSC 899 [03 ],0,0
217,Fall 2006,CSC 868 [01 ],7,15
218,Fall 2006,CSC 893 [01 ],7,30
219,Fall 2006,CSC 895 [01 ],0,0
220,Fall 2006,CSC 897 [01 ],0,0
221,Fall 2006,CSC 897 [02 ],0,0
222,Fall 2006,CSC 897 [03 ],0,0
223,Fall 2006,CSC 897 [04 ],0,0
224,Fall 2006,CSC 898 [01 ],0,0
225,Fall 2006,CSC 899 [01 ],0,0
226,Fall 2006,CSC 899 [02 ],0,0
227,Fall 2006,CSC 899 [03 ],0,0
228,Fall 2006,CSC 868 [01 ],7,15
229,Fall 2006,CSC 893 [01 ],7,30
230,Fall 2006,CSC 895 [01 ],0,0
231,Fall 2006,CSC 897 [01 ],0,0
232,Fall 2006,CSC 897 [02 ],0,0
233,Fall 2006,CSC 897 [03 ],0,0
234,Fall 2006,CSC 897 [04 ],0,0
235,Fall 2006,CSC 898 [01 ],0,0
236,Fall 2006,CSC 899 [01 ],0,0
237,Fall 2006,CSC 899 [02 ],0,0
238,Fall 2006,CSC 899 [03 ],0,0
239,Fall 2006,CSC 868 [01 ],7,15
240,Fall 2006,CSC 893 [01 ],7,30
241,Fall 2006,CSC 895 [01 ],0,0
242,Fall 2006,CSC 897 [01 ],0,0
243,Fall 2006,CSC 897 [02 ],0,0
244,Fall 2006,CSC 897 [03 ],0,0
245,Fall 2006,CSC 897 [04 ],0,0
246,Fall 2006,CSC 898 [01 ],0,0
247,Fall 2006,CSC 899 [01 ],0,0
248,Fall 2006,CSC 899 [02 ],0,0
249,Fall 2006,CSC 899 [03 ],0,0
250,Spring 2007,CSC 101 [01 ],42,75
251,Spring 2007,CSC 203 [01 ],19,30
252,Spring 2007,CSC 205 [01 ],37,50
253,Spring 2007,CSC 209 [01 ],26,40
254,Spring 2007,CSC 210 [01 ],40,40
255,Spring 2007,CSC 210 [02 ],24,40
256,Spring 2007,CSC 210 [03 ],18,40
257,Spring 2007,CSC 210 [04 ],24,40
258,Spring 2007,CSC 211 [01 ],22,40
259,Spring 2007,CSC 212 [01 ],53,60
260,Spring 2007,CSC 213 [01 ],26,40
261,Spring 2007,CSC 305 [01 ],22,60
262,Spring 2007,CSC 310 [01 ],32,75
263,Spring 2007,CSC 313 [01 ],20,30
264,Spring 2007,CSC 313 [02 ],19,30
265,Spring 2007,CSC 338 [01 ],8,20
266,Spring 2007,CSC 413 [01 ],21,30
267,Spring 2007,CSC 413 [02 ],32,30
268,Spring 2007,CSC 415 [01 ],14,30
269,Spring 2007,CSC 415 [02 ],18,30
270,Spring 2007,CSC 510 [01 ],31,40
271,Spring 2007,CSC 520 [01 ],27,40
272,Spring 2007,CSC 600 [01 ],15,30
273,Spring 2007,CSC 600 [02 ],18,30
274,Spring 2007,CSC 630 [01 ],27,35
275,Spring 2007,CSC 645 [01 ],12,20
276,Spring 2007,CSC 650 [01 ],17,35
277,Spring 2007,CSC 656 [01 ],12,35
278,Spring 2007,CSC 667 [01 ],22,20
279,Spring 2007,CSC 668 [01 ],4,20
280,Spring 2007,CSC 693 [01 ],0,25
281,Spring 2007,CSC 693 [02 ],0,25
282,Spring 2007,CSC 694 [01 ],0,15
283,Spring 2007,CSC 694 [02 ],0,15
284,Spring 2007,CSC 694 [03 ],0,15
285,Spring 2007,CSC 695 [01 ],4,30
286,Spring 2007,CSC 697 [01 ],0,15
287,Spring 2007,CSC 699 [01 ],0,5
288,Spring 2007,CSC 699 [02 ],0,5
289,Spring 2007,CSC 699 [03 ],0,5
290,Spring 2007,CSC 745 [01 ],4,15
291,Spring 2007,CSC 810 [01 ],21,30
292,Spring 2007,CSC 835 [01 ],20,20
293,Spring 2007,CSC 840 [01 ],6,30
294,Spring 2007,CSC 842 [01 ],20,30
295,Spring 2007,CSC 845 [01 ],15,30
296,Spring 2007,CSC 857 [01 ],12,30
297,Spring 2007,CSC 867 [01 ],8,15
298,Spring 2007,CSC 868 [01 ],11,15
299,Spring 2007,CSC 869 [01 ],8,30
300,Spring 2007,CSC 870 [01 ],5,15
301,Spring 2007,CSC 875 [01 ],6,30
302,Spring 2007,CSC 893 [01 ],1,35
303,Spring 2007,CSC 895 [01 ],0,5
304,Spring 2007,CSC 897 [01 ],1,5
305,Spring 2007,CSC 897 [02 ],0,5
306,Spring 2007,CSC 897 [03 ],0,5
307,Spring 2007,CSC 897 [04 ],0,5
308,Spring 2007,CSC 898 [01 ],1,0
309,Spring 2007,CSC 899 [01 ],0,0
310,Spring 2007,CSC 899 [02 ],0,0
311,Spring 2007,CSC 899 [03 ],2,0
312,Spring 2007,CSC 870 [01 ],5,15
313,Spring 2007,CSC 875 [01 ],6,30
314,Spring 2007,CSC 893 [01 ],1,35
315,Spring 2007,CSC 895 [01 ],0,5
316,Spring 2007,CSC 897 [01 ],1,5
317,Spring 2007,CSC 897 [02 ],0,5
318,Spring 2007,CSC 897 [03 ],0,5
319,Spring 2007,CSC 897 [04 ],0,5
320,Spring 2007,CSC 898 [01 ],1,0
321,Spring 2007,CSC 899 [01 ],0,0
322,Spring 2007,CSC 899 [02 ],0,0
323,Spring 2007,CSC 899 [03 ],2,0
324,Spring 2007,CSC 870 [01 ],5,15
325,Spring 2007,CSC 875 [01 ],6,30
326,Spring 2007,CSC 893 [01 ],1,35
327,Spring 2007,CSC 895 [01 ],0,5
328,Spring 2007,CSC 897 [01 ],1,5
329,Spring 2007,CSC 897 [02 ],0,5
330,Spring 2007,CSC 897 [03 ],0,5
331,Spring 2007,CSC 897 [04 ],0,5
332,Spring 2007,CSC 898 [01 ],1,0
333,Spring 2007,CSC 899 [01 ],0,0
334,Spring 2007,CSC 899 [02 ],0,0
335,Spring 2007,CSC 899 [03 ],2,0
336,Spring 2007,CSC 870 [01 ],5,15
337,Spring 2007,CSC 875 [01 ],6,30
338,Spring 2007,CSC 893 [01 ],1,35
339,Spring 2007,CSC 895 [01 ],0,5
340,Spring 2007,CSC 897 [01 ],1,5
341,Spring 2007,CSC 897 [02 ],0,5
342,Spring 2007,CSC 897 [03 ],0,5
343,Spring 2007,CSC 897 [04 ],0,5
344,Spring 2007,CSC 898 [01 ],1,0
345,Spring 2007,CSC 899 [01 ],0,0
346,Spring 2007,CSC 899 [02 ],0,0
347,Spring 2007,CSC 899 [03 ],2,0
348,Fall 2007,CSC 101 [01 ],45,50
349,Fall 2007,CSC 203 [01 ],22,30
350,Fall 2007,CSC 209 [01 ],15,30
351,Fall 2007,CSC 210 [01 ],23,30
352,Fall 2007,CSC 210 [02 ],24,30
353,Fall 2007,CSC 210 [03 ],18,30
354,Fall 2007,CSC 210 [04 ],19,30
355,Fall 2007,CSC 211 [01 ],21,40
356,Fall 2007,CSC 212 [01 ],52,50
357,Fall 2007,CSC 213 [01 ],27,30
358,Fall 2007,CSC 213 [02 ],26,20
359,Fall 2007,CSC 217 [01 ],27,30
360,Fall 2007,CSC 305 [01 ],28,30
361,Fall 2007,CSC 310 [01 ],28,45
362,Fall 2007,CSC 313 [01 ],15,30
363,Fall 2007,CSC 313 [02 ],19,30
364,Fall 2007,CSC 338 [01 ],6,15
365,Fall 2007,CSC 413 [01 ],18,30
366,Fall 2007,CSC 413 [02 ],25,30
367,Fall 2007,CSC 415 [01 ],22,30
368,Fall 2007,CSC 440 [01 ],11,30
369,Fall 2007,CSC 510 [01 ],20,30
370,Fall 2007,CSC 520 [01 ],25,30
371,Fall 2007,CSC 600 [01 ],35,30
372,Fall 2007,CSC 615 [01 ],14,30
373,Fall 2007,CSC 631 [01 ],15,20
374,Fall 2007,CSC 639 [01 ],22,17
375,Fall 2007,CSC 640 [01 ],14,25
376,Fall 2007,CSC 651 [01 ],23,30
377,Fall 2007,CSC 664 [01 ],7,15
378,Fall 2007,CSC 675 [01 ],14,15
379,Fall 2007,CSC 693 [01 ],0,25
380,Fall 2007,CSC 693 [02 ],0,25
381,Fall 2007,CSC 694 [01 ],0,10
382,Fall 2007,CSC 694 [02 ],1,10
383,Fall 2007,CSC 694 [03 ],0,10
384,Fall 2007,CSC 697 [01 ],0,0
385,Fall 2007,CSC 699 [01 ],0,0
386,Fall 2007,CSC 699 [02 ],0,0
387,Fall 2007,CSC 699 [03 ],0,0
388,Fall 2007,CSC 730 [01 ],20,20
389,Fall 2007,CSC 775 [01 ],6,15
390,Fall 2007,CSC 810 [01 ],20,30
391,Fall 2007,CSC 831 [01 ],4,10
392,Fall 2007,CSC 835 [01 ],19,25
393,Fall 2007,CSC 848 [01 ],23,15
394,Fall 2007,CSC 858 [01 ],5,30
395,Fall 2007,CSC 864 [01 ],14,15
396,Fall 2007,CSC 872 [01 ],15,20
397,Fall 2007,CSC 893 [01 ],8,30
398,Fall 2007,CSC 895 [01 ],0,0
399,Fall 2007,CSC 897 [01 ],0,0
400,Fall 2007,CSC 897 [02 ],0,0
401,Fall 2007,CSC 897 [03 ],0,0
402,Fall 2007,CSC 897 [04 ],0,0
403,Fall 2007,CSC 898 [01 ],0,0
404,Fall 2007,CSC 899 [01 ],0,0
405,Fall 2007,CSC 899 [02 ],0,0
406,Fall 2007,CSC 899 [03 ],0,0
407,Fall 2007,CSC 895 [01 ],0,0
408,Fall 2007,CSC 897 [01 ],0,0
409,Fall 2007,CSC 897 [02 ],0,0
410,Fall 2007,CSC 897 [03 ],0,0
411,Fall 2007,CSC 897 [04 ],0,0
412,Fall 2007,CSC 898 [01 ],0,0
413,Fall 2007,CSC 899 [01 ],0,0
414,Fall 2007,CSC 899 [02 ],0,0
415,Fall 2007,CSC 899 [03 ],0,0
416,Fall 2007,CSC 895 [01 ],0,0
417,Fall 2007,CSC 897 [01 ],0,0
418,Fall 2007,CSC 897 [02 ],0,0
419,Fall 2007,CSC 897 [03 ],0,0
420,Fall 2007,CSC 897 [04 ],0,0
421,Fall 2007,CSC 898 [01 ],0,0
422,Fall 2007,CSC 899 [01 ],0,0
423,Fall 2007,CSC 899 [02 ],0,0
424,Fall 2007,CSC 899 [03 ],0,0
425,Fall 2007,CSC 895 [01 ],0,0
426,Fall 2007,CSC 897 [01 ],0,0
427,Fall 2007,CSC 897 [02 ],0,0
428,Fall 2007,CSC 897 [03 ],0,0
429,Fall 2007,CSC 897 [04 ],0,0
430,Fall 2007,CSC 898 [01 ],0,0
431,Fall 2007,CSC 899 [01 ],0,0
432,Fall 2007,CSC 899 [02 ],0,0
433,Fall 2007,CSC 899 [03 ],0,0
434,Spring 2008,CSC 101 [01 ],44,50
435,Spring 2008,CSC 203 [01 ],25,30
436,Spring 2008,CSC 206 [01 ],15,30
437,Spring 2008,CSC 210 [01 ],27,30
438,Spring 2008,CSC 210 [02 ],16,30
439,Spring 2008,CSC 210 [03 ],18,30
440,Spring 2008,CSC 210 [04 ],20,30
441,Spring 2008,CSC 211 [01 ],18,40
442,Spring 2008,CSC 212 [01 ],54,50
443,Spring 2008,CSC 213 [01 ],36,30
444,Spring 2008,CSC 305 [01 ],33,30
445,Spring 2008,CSC 310 [01 ],47,45
446,Spring 2008,CSC 313 [01 ],18,30
447,Spring 2008,CSC 313 [02 ],28,30
448,Spring 2008,CSC 338 [01 ],5,15
449,Spring 2008,CSC 413 [01 ],20,30
450,Spring 2008,CSC 413 [02 ],32,30
451,Spring 2008,CSC 415 [01 ],19,30
452,Spring 2008,CSC 510 [01 ],32,30
453,Spring 2008,CSC 520 [01 ],40,30
454,Spring 2008,CSC 600 [01 ],19,30
455,Spring 2008,CSC 630 [01 ],21,30
456,Spring 2008,CSC 645 [01 ],4,15
457,Spring 2008,CSC 650 [01 ],15,30
458,Spring 2008,CSC 667 [01 ],18,20
459,Spring 2008,CSC 668 [01 ],2,15
460,Spring 2008,CSC 693 [01 ],0,25
461,Spring 2008,CSC 693 [02 ],0,25
462,Spring 2008,CSC 694 [01 ],0,15
463,Spring 2008,CSC 694 [02 ],0,15
464,Spring 2008,CSC 694 [03 ],0,15
465,Spring 2008,CSC 695 [01 ],2,25
466,Spring 2008,CSC 697 [01 ],0,15
467,Spring 2008,CSC 699 [01 ],0,5
468,Spring 2008,CSC 699 [02 ],0,5
469,Spring 2008,CSC 699 [03 ],0,5
470,Spring 2008,CSC 720 [01 ],8,25
471,Spring 2008,CSC 745 [01 ],5,15
472,Spring 2008,CSC 810 [01 ],12,30
473,Spring 2008,CSC 842 [01 ],37,30
474,Spring 2008,CSC 845 [01 ],13,30
475,Spring 2008,CSC 846 [01 ],5,30
476,Spring 2008,CSC 857 [01 ],5,30
477,Spring 2008,CSC 867 [01 ],10,10
478,Spring 2008,CSC 868 [01 ],6,15
479,Spring 2008,CSC 869 [01 ],15,30
480,Spring 2008,CSC 875 [01 ],10,30
481,Spring 2008,CSC 893 [01 ],2,35
482,Spring 2008,CSC 895 [01 ],0,5
483,Spring 2008,CSC 897 [01 ],0,5
484,Spring 2008,CSC 897 [02 ],0,5
485,Spring 2008,CSC 897 [03 ],0,5
486,Spring 2008,CSC 897 [04 ],0,5
487,Spring 2008,CSC 898 [01 ],0,0
488,Spring 2008,CSC 899 [01 ],0,0
489,Spring 2008,CSC 899 [02 ],0,0
490,Spring 2008,CSC 899 [03 ],0,0
491,Spring 2008,CSC 897 [02 ],0,5
492,Spring 2008,CSC 897 [03 ],0,5
493,Spring 2008,CSC 897 [04 ],0,5
494,Spring 2008,CSC 898 [01 ],0,0
495,Spring 2008,CSC 899 [01 ],0,0
496,Spring 2008,CSC 899 [02 ],0,0
497,Spring 2008,CSC 899 [03 ],0,0
498,Spring 2008,CSC 897 [02 ],0,5
499,Spring 2008,CSC 897 [03 ],0,5
500,Spring 2008,CSC 897 [04 ],0,5
501,Spring 2008,CSC 898 [01 ],0,0
502,Spring 2008,CSC 899 [01 ],0,0
503,Spring 2008,CSC 899 [02 ],0,0
504,Spring 2008,CSC 899 [03 ],0,0
505,Spring 2008,CSC 897 [02 ],0,5
506,Spring 2008,CSC 897 [03 ],0,5
507,Spring 2008,CSC 897 [04 ],0,5
508,Spring 2008,CSC 898 [01 ],0,0
509,Spring 2008,CSC 899 [01 ],0,0
510,Spring 2008,CSC 899 [02 ],0,0
511,Spring 2008,CSC 899 [03 ],0,0
512,Fall 2008,CSC 101 [01 ],49,50
513,Fall 2008,CSC 203 [01 ],19,30
514,Fall 2008,CSC 210 [01 ],29,30
515,Fall 2008,CSC 210 [02 ],28,30
516,Fall 2008,CSC 210 [03 ],25,30
517,Fall 2008,CSC 210 [04 ],16,30
518,Fall 2008,CSC 211 [01 ],22,40
519,Fall 2008,CSC 212 [01 ],61,50
520,Fall 2008,CSC 213 [01 ],28,30
521,Fall 2008,CSC 213 [02 ],22,30
522,Fall 2008,CSC 305 [01 ],28,50
523,Fall 2008,CSC 309 [01 ],21,30
524,Fall 2008,CSC 310 [01 ],32,50
525,Fall 2008,CSC 313 [01 ],21,30
526,Fall 2008,CSC 313 [02 ],21,30
527,Fall 2008,CSC 317 [01 ],22,30
528,Fall 2008,CSC 330 [01 ],25,30
529,Fall 2008,CSC 413 [01 ],23,30
530,Fall 2008,CSC 413 [02 ],29,30
531,Fall 2008,CSC 415 [01 ],27,30
532,Fall 2008,CSC 510 [01 ],40,30
533,Fall 2008,CSC 520 [01 ],37,30
534,Fall 2008,CSC 600 [01 ],26,30
535,Fall 2008,CSC 615 [01 ],17,30
536,Fall 2008,CSC 640 [01 ],10,20
537,Fall 2008,CSC 641 [01 ],7,15
538,Fall 2008,CSC 658 [01 ],10,30
539,Fall 2008,CSC 664 [01 ],10,15
540,Fall 2008,CSC 675 [01 ],16,15
541,Fall 2008,CSC 693 [01 ],0,25
542,Fall 2008,CSC 693 [02 ],0,25
543,Fall 2008,CSC 694 [01 ],1,10
544,Fall 2008,CSC 694 [02 ],0,10
545,Fall 2008,CSC 694 [03 ],0,10
546,Fall 2008,CSC 695 [01 ],4,25
547,Fall 2008,CSC 697 [01 ],0,0
548,Fall 2008,CSC 699 [01 ],0,0
549,Fall 2008,CSC 699 [02 ],0,0
550,Fall 2008,CSC 699 [03 ],0,0
551,Fall 2008,CSC 730 [01 ],24,20
552,Fall 2008,CSC 775 [01 ],11,15
553,Fall 2008,CSC 825 [01 ],31,30
554,Fall 2008,CSC 835 [01 ],15,25
555,Fall 2008,CSC 841 [01 ],4,15
556,Fall 2008,CSC 848 [01 ],36,35
557,Fall 2008,CSC 858 [01 ],8,30
558,Fall 2008,CSC 864 [01 ],13,15
559,Fall 2008,CSC 872 [01 ],17,20
560,Fall 2008,CSC 893 [01 ],4,30
561,Fall 2008,CSC 895 [01 ],0,0
562,Fall 2008,CSC 897 [01 ],0,0
563,Fall 2008,CSC 897 [02 ],0,0
564,Fall 2008,CSC 897 [03 ],0,0
565,Fall 2008,CSC 897 [04 ],0,0
566,Fall 2008,CSC 898 [01 ],0,0
567,Fall 2008,CSC 899 [01 ],0,0
568,Fall 2008,CSC 899 [02 ],0,0
569,Fall 2008,CSC 899 [03 ],0,0
570,Fall 2008,CSC 897 [01 ],0,0
571,Fall 2008,CSC 897 [02 ],0,0
572,Fall 2008,CSC 897 [03 ],0,0
573,Fall 2008,CSC 897 [04 ],0,0
574,Fall 2008,CSC 898 [01 ],0,0
575,Fall 2008,CSC 899 [01 ],0,0
576,Fall 2008,CSC 899 [02 ],0,0
577,Fall 2008,CSC 899 [03 ],0,0
578,Fall 2008,CSC 897 [01 ],0,0
579,Fall 2008,CSC 897 [02 ],0,0
580,Fall 2008,CSC 897 [03 ],0,0
581,Fall 2008,CSC 897 [04 ],0,0
582,Fall 2008,CSC 898 [01 ],0,0
583,Fall 2008,CSC 899 [01 ],0,0
584,Fall 2008,CSC 899 [02 ],0,0
585,Fall 2008,CSC 899 [03 ],0,0
586,Fall 2008,CSC 897 [01 ],0,0
587,Fall 2008,CSC 897 [02 ],0,0
588,Fall 2008,CSC 897 [03 ],0,0
589,Fall 2008,CSC 897 [04 ],0,0
590,Fall 2008,CSC 898 [01 ],0,0
591,Fall 2008,CSC 899 [01 ],0,0
592,Fall 2008,CSC 899 [02 ],0,0
593,Fall 2008,CSC 899 [03 ],0,0
594,Spring 2009,CSC 101 [01 ],54,50
595,Spring 2009,CSC 210 [01 ],30,30
596,Spring 2009,CSC 210 [02 ],31,30
597,Spring 2009,CSC 210 [03 ],26,30
598,Spring 2009,CSC 210 [04 ],22,30
599,Spring 2009,CSC 211 [01 ],16,40
600,Spring 2009,CSC 212 [01 ],70,60
601,Spring 2009,CSC 213 [01 ],17,30
602,Spring 2009,CSC 213 [02 ],22,30
603,Spring 2009,CSC 305 [01 ],23,30
604,Spring 2009,CSC 310 [01 ],25,30
605,Spring 2009,CSC 313 [01 ],18,30
606,Spring 2009,CSC 313 [02 ],28,30
607,Spring 2009,CSC 330 [01 ],35,30
608,Spring 2009,CSC 413 [01 ],16,30
609,Spring 2009,CSC 413 [02 ],21,30
610,Spring 2009,CSC 415 [01 ],22,30
611,Spring 2009,CSC 510 [01 ],23,30
612,Spring 2009,CSC 520 [01 ],25,30
613,Spring 2009,CSC 600 [01 ],39,30
614,Spring 2009,CSC 630 [01 ],24,30
615,Spring 2009,CSC 650 [01 ],35,30
616,Spring 2009,CSC 667 [01 ],28,20
617,Spring 2009,CSC 668 [01 ],10,15
618,Spring 2009,CSC 693 [01 ],0,25
619,Spring 2009,CSC 693 [02 ],0,25
620,Spring 2009,CSC 694 [01 ],1,15
621,Spring 2009,CSC 694 [02 ],0,15
622,Spring 2009,CSC 694 [03 ],0,15
623,Spring 2009,CSC 695 [01 ],8,25
624,Spring 2009,CSC 697 [01 ],0,15
625,Spring 2009,CSC 699 [01 ],0,5
626,Spring 2009,CSC 699 [02 ],0,5
627,Spring 2009,CSC 699 [03 ],0,5
628,Spring 2009,CSC 720 [01 ],12,15
629,Spring 2009,CSC 840 [01 ],16,30
630,Spring 2009,CSC 842 [01 ],26,30
631,Spring 2009,CSC 845 [01 ],13,30
632,Spring 2009,CSC 857 [01 ],6,30
633,Spring 2009,CSC 867 [01 ],17,20
634,Spring 2009,CSC 868 [01 ],11,15
635,Spring 2009,CSC 869 [01 ],26,30
636,Spring 2009,CSC 875 [01 ],6,30
637,Spring 2009,CSC 893 [01 ],2,35
638,Spring 2009,CSC 895 [01 ],0,5
639,Spring 2009,CSC 897 [01 ],0,5
640,Spring 2009,CSC 897 [02 ],0,5
641,Spring 2009,CSC 897 [03 ],0,5
642,Spring 2009,CSC 897 [04 ],0,5
643,Spring 2009,CSC 898 [01 ],0,0
644,Spring 2009,CSC 899 [01 ],0,0
645,Spring 2009,CSC 899 [02 ],0,0
646,Spring 2009,CSC 899 [03 ],0,0
647,Spring 2009,CSC 899 [01 ],0,0
648,Spring 2009,CSC 899 [02 ],0,0
649,Spring 2009,CSC 899 [03 ],0,0
650,Spring 2009,CSC 899 [01 ],0,0
651,Spring 2009,CSC 899 [02 ],0,0
652,Spring 2009,CSC 899 [03 ],0,0
653,Spring 2009,CSC 899 [01 ],0,0
654,Spring 2009,CSC 899 [02 ],0,0
655,Spring 2009,CSC 899 [03 ],0,0
656,Fall 2009,CSC 101 [01 ],68,65
657,Fall 2009,CSC 210 [01 ],41,35
658,Fall 2009,CSC 210 [02 ],38,35
659,Fall 2009,CSC 210 [03 ],24,30
660,Fall 2009,CSC 210 [04 ],25,30
661,Fall 2009,CSC 211 [01 ],24,35
662,Fall 2009,CSC 212 [01 ],65,65
663,Fall 2009,CSC 213 [01 ],17,35
664,Fall 2009,CSC 213 [02 ],26,35
665,Fall 2009,CSC 305 [01 ],39,45
666,Fall 2009,CSC 307 [01 ],13,35
667,Fall 2009,CSC 309 [01 ],33,35
668,Fall 2009,CSC 310 [01 ],40,55
669,Fall 2009,CSC 313 [01 ],17,30
670,Fall 2009,CSC 313 [02 ],17,30
671,Fall 2009,CSC 330 [01 ],37,35
672,Fall 2009,CSC 413 [01 ],25,30
673,Fall 2009,CSC 413 [02 ],26,30
674,Fall 2009,CSC 415 [01 ],32,30
675,Fall 2009,CSC 510 [01 ],35,35
676,Fall 2009,CSC 520 [01 ],28,35
677,Fall 2009,CSC 600 [01 ],13,30
678,Fall 2009,CSC 600 [02 ],16,30
679,Fall 2009,CSC 615 [01 ],10,25
680,Fall 2009,CSC 631 [01 ],13,20
681,Fall 2009,CSC 640 [01 ],15,22
682,Fall 2009,CSC 641 [01 ],4,20
683,Fall 2009,CSC 658 [01 ],11,30
684,Fall 2009,CSC 664 [01 ],6,20
685,Fall 2009,CSC 675 [01 ],18,20
686,Fall 2009,CSC 693 [01 ],0,25
687,Fall 2009,CSC 693 [02 ],0,25
688,Fall 2009,CSC 694 [01 ],0,10
689,Fall 2009,CSC 694 [02 ],0,10
690,Fall 2009,CSC 694 [03 ],0,10
691,Fall 2009,CSC 695 [01 ],8,20
692,Fall 2009,CSC 697 [01 ],0,0
693,Fall 2009,CSC 699 [01 ],0,0
694,Fall 2009,CSC 699 [02 ],0,0
695,Fall 2009,CSC 699 [03 ],0,0
696,Fall 2009,CSC 720 [01 ],31,25
697,Fall 2009,CSC 775 [01 ],4,20
698,Fall 2009,CSC 810 [01 ],38,35
699,Fall 2009,CSC 831 [01 ],7,20
700,Fall 2009,CSC 841 [01 ],7,20
701,Fall 2009,CSC 848 [01 ],18,38
702,Fall 2009,CSC 864 [01 ],10,20
703,Fall 2009,CSC 872 [01 ],7,25
704,Fall 2009,CSC 893 [01 ],4,30
705,Fall 2009,CSC 895 [01 ],0,0
706,Fall 2009,CSC 897 [01 ],0,0
707,Fall 2009,CSC 897 [02 ],0,0
708,Fall 2009,CSC 897 [03 ],0,0
709,Fall 2009,CSC 897 [04 ],0,0
710,Fall 2009,CSC 898 [01 ],0,0
711,Fall 2009,CSC 899 [01 ],0,0
712,Fall 2009,CSC 899 [02 ],0,0
713,Fall 2009,CSC 899 [03 ],0,0
714,Fall 2009,CSC 897 [01 ],0,0
715,Fall 2009,CSC 897 [02 ],0,0
716,Fall 2009,CSC 897 [03 ],0,0
717,Fall 2009,CSC 897 [04 ],0,0
718,Fall 2009,CSC 898 [01 ],0,0
719,Fall 2009,CSC 899 [01 ],0,0
720,Fall 2009,CSC 899 [02 ],0,0
721,Fall 2009,CSC 899 [03 ],0,0
722,Fall 2009,CSC 897 [01 ],0,0
723,Fall 2009,CSC 897 [02 ],0,0
724,Fall 2009,CSC 897 [03 ],0,0
725,Fall 2009,CSC 897 [04 ],0,0
726,Fall 2009,CSC 898 [01 ],0,0
727,Fall 2009,CSC 899 [01 ],0,0
728,Fall 2009,CSC 899 [02 ],0,0
729,Fall 2009,CSC 899 [03 ],0,0
730,Fall 2009,CSC 897 [01 ],0,0
731,Fall 2009,CSC 897 [02 ],0,0
732,Fall 2009,CSC 897 [03 ],0,0
733,Fall 2009,CSC 897 [04 ],0,0
734,Fall 2009,CSC 898 [01 ],0,0
735,Fall 2009,CSC 899 [01 ],0,0
736,Fall 2009,CSC 899 [02 ],0,0
737,Fall 2009,CSC 899 [03 ],0,0
738,Spring 2010,CSC 101 [01 ],69,70
739,Spring 2010,CSC 203 [01 ],30,25
740,Spring 2010,CSC 210 [01 ],23,25
741,Spring 2010,CSC 210 [02 ],27,25
742,Spring 2010,CSC 210 [03 ],24,20
743,Spring 2010,CSC 211 [01 ],15,40
744,Spring 2010,CSC 213 [01 ],29,25
745,Spring 2010,CSC 213 [02 ],25,25
746,Spring 2010,CSC 305 [01 ],45,45
747,Spring 2010,CSC 310 [01 ],21,25
748,Spring 2010,CSC 313 [01 ],17,25
749,Spring 2010,CSC 313 [02 ],20,25
750,Spring 2010,CSC 330 [01 ],44,25
751,Spring 2010,CSC 413 [01 ],12,25
752,Spring 2010,CSC 413 [02 ],15,25
753,Spring 2010,CSC 415 [01 ],41,25
754,Spring 2010,CSC 510 [01 ],36,25
755,Spring 2010,CSC 520 [01 ],24,25
756,Spring 2010,CSC 600 [01 ],16,15
757,Spring 2010,CSC 600 [02 ],19,15
758,Spring 2010,CSC 621 [01 ],17,15
759,Spring 2010,CSC 667 [01 ],17,15
760,Spring 2010,CSC 668 [01 ],16,15
761,Spring 2010,CSC 693 [01 ],0,25
762,Spring 2010,CSC 693 [02 ],0,25
763,Spring 2010,CSC 694 [01 ],0,15
764,Spring 2010,CSC 694 [02 ],0,15
765,Spring 2010,CSC 694 [03 ],0,15
766,Spring 2010,CSC 695 [01 ],20,25
767,Spring 2010,CSC 697 [01 ],0,15
768,Spring 2010,CSC 699 [01 ],0,5
769,Spring 2010,CSC 699 [02 ],0,5
770,Spring 2010,CSC 699 [03 ],0,5
771,Spring 2010,CSC 720 [01 ],13,15
772,Spring 2010,CSC 810 [01 ],14,20
773,Spring 2010,CSC 821 [01 ],6,10
774,Spring 2010,CSC 840 [01 ],16,10
775,Spring 2010,CSC 842 [01 ],7,10
776,Spring 2010,CSC 845 [01 ],9,10
777,Spring 2010,CSC 857 [01 ],11,12
778,Spring 2010,CSC 858 [01 ],12,10
779,Spring 2010,CSC 867 [01 ],10,10
780,Spring 2010,CSC 868 [01 ],12,12
781,Spring 2010,CSC 869 [01 ],11,10
782,Spring 2010,CSC 890 [01 ],8,8
783,Spring 2010,CSC 893 [01 ],3,35
784,Spring 2010,CSC 895 [01 ],0,5
785,Spring 2010,CSC 897 [01 ],0,5
786,Spring 2010,CSC 897 [02 ],0,5
787,Spring 2010,CSC 897 [03 ],0,5
788,Spring 2010,CSC 897 [04 ],0,5
789,Spring 2010,CSC 898 [01 ],0,0
790,Spring 2010,CSC 899 [01 ],0,0
791,Spring 2010,CSC 899 [02 ],0,0
792,Spring 2010,CSC 899 [03 ],0,0
793,Spring 2010,CSC 897 [04 ],0,5
794,Spring 2010,CSC 898 [01 ],0,0
795,Spring 2010,CSC 899 [01 ],0,0
796,Spring 2010,CSC 899 [02 ],0,0
