,term,Course_Name,enrolled,total_Seats
1791,Fall 2017,CSC 898 [01 ],0,0
1792,Fall 2017,CSC 899 [01 ],0,15
1793,Fall 2017,CSC 720 [01 ],12,20
1794,Fall 2017,CSC 745 [01 ],7,10
1795,Fall 2017,CSC 775 [01 ],5,10
1796,Fall 2017,CSC 775 [02 ],1,10
1797,Fall 2017,CSC 780 [01 ],13,20
1798,Fall 2017,CSC 810 [01 ],29,40
1799,Fall 2017,CSC 841 [01 ],0,10
1800,Fall 2017,CSC 848 [01 ],3,5
1801,Fall 2017,CSC 848 [02 ],7,10
1802,Fall 2017,CSC 857 [01 ],6,20
1803,Fall 2017,CSC 867 [01 ],12,10
1804,Fall 2017,CSC 872 [01 ],19,20
1805,Fall 2017,CSC 877 [01 ],8,20
1806,Fall 2017,CSC 890 [01 ],13,20
1807,Fall 2017,CSC 893 [01 ],0,10
1808,Fall 2017,CSC 895 [01 ],0,0
1809,Fall 2017,CSC 897 [01 ],0,24
1810,Fall 2017,CSC 898 [01 ],0,0
1811,Fall 2017,CSC 899 [01 ],0,15
1812,Fall 2017,CSC 720 [01 ],12,20
1813,Fall 2017,CSC 745 [01 ],7,10
1814,Fall 2017,CSC 775 [01 ],5,10
1815,Fall 2017,CSC 775 [02 ],1,10
1816,Fall 2017,CSC 780 [01 ],13,20
1817,Fall 2017,CSC 810 [01 ],29,40
1818,Fall 2017,CSC 841 [01 ],0,10
1819,Fall 2017,CSC 848 [01 ],3,5
1820,Fall 2017,CSC 848 [02 ],7,10
1821,Fall 2017,CSC 857 [01 ],6,20
1822,Fall 2017,CSC 867 [01 ],12,10
1823,Fall 2017,CSC 872 [01 ],19,20
1824,Fall 2017,CSC 877 [01 ],8,20
1825,Fall 2017,CSC 890 [01 ],13,20
1826,Fall 2017,CSC 893 [01 ],0,10
1827,Fall 2017,CSC 895 [01 ],0,0
1828,Fall 2017,CSC 897 [01 ],0,24
1829,Fall 2017,CSC 898 [01 ],0,0
1830,Fall 2017,CSC 899 [01 ],0,15
1831,Fall 2017,CSC 720 [01 ],12,20
1832,Fall 2017,CSC 745 [01 ],7,10
1833,Fall 2017,CSC 775 [01 ],5,10
1834,Fall 2017,CSC 775 [02 ],1,10
1835,Fall 2017,CSC 780 [01 ],13,20
1836,Fall 2017,CSC 810 [01 ],29,40
1837,Fall 2017,CSC 841 [01 ],0,10
1838,Fall 2017,CSC 848 [01 ],3,5
1839,Fall 2017,CSC 848 [02 ],7,10
1840,Fall 2017,CSC 857 [01 ],6,20
1841,Fall 2017,CSC 867 [01 ],12,10
1842,Fall 2017,CSC 872 [01 ],19,20
1843,Fall 2017,CSC 877 [01 ],8,20
1844,Fall 2017,CSC 890 [01 ],13,20
1845,Fall 2017,CSC 893 [01 ],0,10
1846,Fall 2017,CSC 895 [01 ],0,0
1847,Fall 2017,CSC 897 [01 ],0,24
1848,Fall 2017,CSC 898 [01 ],0,0
1849,Fall 2017,CSC 899 [01 ],0,15
1850,Spring 2017,CSC 210 [01 ],56,50
1851,Spring 2017,CSC 210 [02 ],59,60
1852,Spring 2017,CSC 210 [03 ],50,50
1853,Spring 2017,CSC 210 [04 ],57,55
1854,Spring 2017,CSC 210 [05 ],58,55
1855,Spring 2017,CSC 211 [01 ],40,40
1856,Spring 2017,CSC 220 [01 ],40,40
1857,Spring 2017,CSC 220 [02 ],41,40
1858,Spring 2017,CSC 220 [03 ],52,50
1859,Spring 2017,CSC 220 [05 ],36,40
1860,Spring 2017,CSC 230 [01 ],47,45
1861,Spring 2017,CSC 230 [02 ],45,45
1862,Spring 2017,CSC 230 [03 ],49,50
1863,Spring 2017,CSC 230 [04 ],53,45
1864,Spring 2017,CSC 256 [01 ],65,55
1865,Spring 2017,CSC 256 [02 ],66,55
1866,Spring 2017,CSC 300GW [01 ],28,25
1867,Spring 2017,CSC 300GW [02 ],29,25
1868,Spring 2017,CSC 300GW [03 ],28,25
1869,Spring 2017,CSC 300GW [04 ],28,25
1870,Spring 2017,CSC 309 [01 ],47,55
1871,Spring 2017,CSC 340 [01 ],44,45
1872,Spring 2017,CSC 340 [02 ],44,45
1873,Spring 2017,CSC 340 [03 ],40,40
1874,Spring 2017,CSC 340 [05 ],38,50
1875,Spring 2017,CSC 412 [01 ],41,40
1876,Spring 2017,CSC 412 [02 ],40,40
1877,Spring 2017,CSC 412 [03 ],39,40
1878,Spring 2017,CSC 413 [01 ],22,40
1879,Spring 2017,CSC 413 [02 ],24,40
1880,Spring 2017,CSC 413 [03 ],50,55
1881,Spring 2017,CSC 415 [01 ],49,50
1882,Spring 2017,CSC 415 [03 ],47,45
1883,Spring 2017,CSC 510 [01 ],45,40
1884,Spring 2017,CSC 510 [02 ],46,45
1885,Spring 2017,CSC 510 [03 ],14,40
1886,Spring 2017,CSC 520 [01 ],56,50
1887,Spring 2017,CSC 600 [01 ],39,40
1888,Spring 2017,CSC 600 [02 ],66,50
1889,Spring 2017,CSC 621 [01 ],19,20
1890,Spring 2017,CSC 631 [01 ],43,35
1891,Spring 2017,CSC 641 [01 ],13,30
1892,Spring 2017,CSC 645 [01 ],35,40
1893,Spring 2017,CSC 648 [01 ],44,35
1894,Spring 2017,CSC 648 [02 ],35,35
1895,Spring 2017,CSC 650 [01 ],41,50
1896,Spring 2017,CSC 656 [01 ],41,50
1897,Spring 2017,CSC 667 [01 ],45,55
1898,Spring 2017,CSC 668 [01 ],22,30
1899,Spring 2017,CSC 675 [01 ],43,40
1900,Spring 2017,CSC 675 [02 ],41,40
1901,Spring 2017,CSC 694 [01 ],1,15
1902,Spring 2017,CSC 699 [01 ],0,15
1903,Spring 2017,CSC 720 [01 ],10,20
1904,Spring 2017,CSC 745 [01 ],9,10
1905,Spring 2017,CSC 775 [01 ],3,15
1906,Spring 2017,CSC 775 [02 ],3,10
1907,Spring 2017,CSC 780 [01 ],18,20
1908,Spring 2017,CSC 821 [01 ],1,10
1909,Spring 2017,CSC 831 [01 ],2,10
1910,Spring 2017,CSC 841 [01 ],0,10
1911,Spring 2017,CSC 848 [01 ],2,5
1912,Spring 2017,CSC 848 [02 ],2,5
1913,Spring 2017,CSC 849 [01 ],14,20
1914,Spring 2017,CSC 867 [01 ],6,10
1915,Spring 2017,CSC 868 [01 ],4,10
1916,Spring 2017,CSC 869 [01 ],16,20
1917,Spring 2017,CSC 877 [01 ],10,20
1918,Spring 2017,CSC 890 [01 ],6,20
1919,Spring 2017,CSC 893 [01 ],2,15
1920,Spring 2017,CSC 895 [01 ],0,5
1921,Spring 2017,CSC 897 [01 ],0,5
1922,Spring 2017,CSC 898 [01 ],0,5
1923,Spring 2017,CSC 899 [01 ],0,10
1924,Spring 2017,CSC 675 [02 ],41,40
1925,Spring 2017,CSC 694 [01 ],1,15
1926,Spring 2017,CSC 699 [01 ],0,15
1927,Spring 2017,CSC 720 [01 ],10,20
1928,Spring 2017,CSC 745 [01 ],9,10
1929,Spring 2017,CSC 775 [01 ],3,15
1930,Spring 2017,CSC 775 [02 ],3,10
1931,Spring 2017,CSC 780 [01 ],18,20
1932,Spring 2017,CSC 821 [01 ],1,10
1933,Spring 2017,CSC 831 [01 ],2,10
1934,Spring 2017,CSC 841 [01 ],0,10
1935,Spring 2017,CSC 848 [01 ],2,5
1936,Spring 2017,CSC 848 [02 ],2,5
1937,Spring 2017,CSC 849 [01 ],14,20
1938,Spring 2017,CSC 867 [01 ],6,10
1939,Spring 2017,CSC 868 [01 ],4,10
1940,Spring 2017,CSC 869 [01 ],16,20
1941,Spring 2017,CSC 877 [01 ],10,20
1942,Spring 2017,CSC 890 [01 ],6,20
1943,Spring 2017,CSC 893 [01 ],2,15
1944,Spring 2017,CSC 895 [01 ],0,5
1945,Spring 2017,CSC 897 [01 ],0,5
1946,Spring 2017,CSC 898 [01 ],0,5
1947,Spring 2017,CSC 899 [01 ],0,10
1948,Spring 2017,CSC 675 [02 ],41,40
1949,Spring 2017,CSC 694 [01 ],1,15
1950,Spring 2017,CSC 699 [01 ],0,15
1951,Spring 2017,CSC 720 [01 ],10,20
1952,Spring 2017,CSC 745 [01 ],9,10
1953,Spring 2017,CSC 775 [01 ],3,15
1954,Spring 2017,CSC 775 [02 ],3,10
1955,Spring 2017,CSC 780 [01 ],18,20
1956,Spring 2017,CSC 821 [01 ],1,10
1957,Spring 2017,CSC 831 [01 ],2,10
1958,Spring 2017,CSC 841 [01 ],0,10
1959,Spring 2017,CSC 848 [01 ],2,5
1960,Spring 2017,CSC 848 [02 ],2,5
1961,Spring 2017,CSC 849 [01 ],14,20
1962,Spring 2017,CSC 867 [01 ],6,10
1963,Spring 2017,CSC 868 [01 ],4,10
1964,Spring 2017,CSC 869 [01 ],16,20
1965,Spring 2017,CSC 877 [01 ],10,20
1966,Spring 2017,CSC 890 [01 ],6,20
1967,Spring 2017,CSC 893 [01 ],2,15
1968,Spring 2017,CSC 895 [01 ],0,5
1969,Spring 2017,CSC 897 [01 ],0,5
1970,Spring 2017,CSC 898 [01 ],0,5
1971,Spring 2017,CSC 899 [01 ],0,10
1972,Spring 2017,CSC 675 [02 ],41,40
1973,Spring 2017,CSC 694 [01 ],1,15
1974,Spring 2017,CSC 699 [01 ],0,15
1975,Spring 2017,CSC 720 [01 ],10,20
1976,Spring 2017,CSC 745 [01 ],9,10
1977,Spring 2017,CSC 775 [01 ],3,15
1978,Spring 2017,CSC 775 [02 ],3,10
1979,Spring 2017,CSC 780 [01 ],18,20
1980,Spring 2017,CSC 821 [01 ],1,10
1981,Spring 2017,CSC 831 [01 ],2,10
1982,Spring 2017,CSC 841 [01 ],0,10
1983,Spring 2017,CSC 848 [01 ],2,5
1984,Spring 2017,CSC 848 [02 ],2,5
1985,Spring 2017,CSC 849 [01 ],14,20
1986,Spring 2017,CSC 867 [01 ],6,10
1987,Spring 2017,CSC 868 [01 ],4,10
1988,Spring 2017,CSC 869 [01 ],16,20
1989,Spring 2017,CSC 877 [01 ],10,20
1990,Spring 2017,CSC 890 [01 ],6,20
1991,Spring 2017,CSC 893 [01 ],2,15
1992,Spring 2017,CSC 895 [01 ],0,5
1993,Spring 2017,CSC 897 [01 ],0,5
1994,Spring 2017,CSC 898 [01 ],0,5
1995,Spring 2017,CSC 899 [01 ],0,10
1996,Fall 2017,CSC 210 [01 ],70,50
1997,Fall 2017,CSC 210 [02 ],58,50
1998,Fall 2017,CSC 210 [03 ],68,50
1999,Fall 2017,CSC 210 [04 ],49,50
2000,Fall 2017,CSC 211 [01 ],31,40
2001,Fall 2017,CSC 220 [01 ],45,40
2002,Fall 2017,CSC 220 [02 ],43,40
2003,Fall 2017,CSC 220 [03 ],49,45
2004,Fall 2017,CSC 220 [04 ],51,50
2005,Fall 2017,CSC 230 [01 ],52,45
2006,Fall 2017,CSC 230 [02 ],47,40
2007,Fall 2017,CSC 230 [03 ],42,40
2008,Fall 2017,CSC 256 [01 ],59,60
2009,Fall 2017,CSC 256 [02 ],61,60
2010,Fall 2017,CSC 300GW [01 ],31,25
2011,Fall 2017,CSC 300GW [02 ],30,25
2012,Fall 2017,CSC 300GW [03 ],30,25
2013,Fall 2017,CSC 300GW [04 ],29,25
2014,Fall 2017,CSC 340 [01 ],44,45
2015,Fall 2017,CSC 340 [02 ],44,45
2016,Fall 2017,CSC 340 [03 ],51,50
2017,Fall 2017,CSC 340 [04 ],56,40
2018,Fall 2017,CSC 340 [05 ],39,50
2019,Fall 2017,CSC 412 [01 ],43,40
2020,Fall 2017,CSC 412 [02 ],45,40
2021,Fall 2017,CSC 412 [03 ],43,40
2022,Fall 2017,CSC 412 [04 ],44,40
2023,Fall 2017,CSC 413 [01 ],38,40
2024,Fall 2017,CSC 413 [02 ],46,45
2025,Fall 2017,CSC 413 [03 ],18,45
2026,Fall 2017,CSC 413 [04 ],30,45
2027,Fall 2017,CSC 415 [01 ],41,50
2028,Fall 2017,CSC 415 [02 ],53,50
2029,Fall 2017,CSC 510 [01 ],38,45
2030,Fall 2017,CSC 510 [02 ],47,60
2031,Fall 2017,CSC 510 [03 ],11,40
2032,Fall 2017,CSC 520 [01 ],59,60
2033,Fall 2017,CSC 600 [01 ],33,40
2034,Fall 2017,CSC 600 [02 ],43,60
2035,Fall 2017,CSC 600 [03 ],43,40
2036,Fall 2017,CSC 641 [01 ],27,30
2037,Fall 2017,CSC 645 [01 ],29,35
2038,Fall 2017,CSC 648 [01 ],35,35
2039,Fall 2017,CSC 648 [02 ],41,35
2040,Fall 2017,CSC 667 [01 ],40,45
2041,Fall 2017,CSC 675 [01 ],46,40
2042,Fall 2017,CSC 675 [02 ],38,40
2043,Fall 2017,CSC 690 [01 ],32,50
2044,Fall 2017,CSC 694 [01 ],0,36
2045,Fall 2017,CSC 699 [01 ],0,15
2046,Fall 2017,CSC 720 [01 ],12,20
2047,Fall 2017,CSC 745 [01 ],7,10
2048,Fall 2017,CSC 775 [01 ],5,10
2049,Fall 2017,CSC 775 [02 ],1,10
2050,Fall 2017,CSC 780 [01 ],13,20
2051,Fall 2017,CSC 810 [01 ],29,40
2052,Fall 2017,CSC 841 [01 ],0,10
2053,Fall 2017,CSC 848 [01 ],3,5
2054,Fall 2017,CSC 848 [02 ],7,10
2055,Fall 2017,CSC 857 [01 ],6,20
2056,Fall 2017,CSC 867 [01 ],12,10
2057,Fall 2017,CSC 872 [01 ],19,20
2058,Fall 2017,CSC 877 [01 ],8,20
2059,Fall 2017,CSC 890 [01 ],13,20
2060,Fall 2017,CSC 893 [01 ],0,10
2061,Fall 2017,CSC 895 [01 ],0,0
2062,Fall 2017,CSC 897 [01 ],0,24
2063,Fall 2017,CSC 898 [01 ],0,0
2064,Fall 2017,CSC 899 [01 ],0,15
2065,Fall 2017,CSC 720 [01 ],12,20
2066,Fall 2017,CSC 745 [01 ],7,10
2067,Fall 2017,CSC 775 [01 ],5,10
2068,Fall 2017,CSC 775 [02 ],1,10
2069,Fall 2017,CSC 780 [01 ],13,20
2070,Fall 2017,CSC 810 [01 ],29,40
2071,Fall 2017,CSC 841 [01 ],0,10
2072,Fall 2017,CSC 848 [01 ],3,5
2073,Fall 2017,CSC 848 [02 ],7,10
2074,Fall 2017,CSC 857 [01 ],6,20
2075,Fall 2017,CSC 867 [01 ],12,10
2076,Fall 2017,CSC 872 [01 ],19,20
2077,Fall 2017,CSC 877 [01 ],8,20
2078,Fall 2017,CSC 890 [01 ],13,20
2079,Fall 2017,CSC 893 [01 ],0,10
2080,Fall 2017,CSC 895 [01 ],0,0
2081,Fall 2017,CSC 897 [01 ],0,24
2082,Fall 2017,CSC 898 [01 ],0,0
2083,Fall 2017,CSC 899 [01 ],0,15
2084,Fall 2017,CSC 720 [01 ],12,20
2085,Fall 2017,CSC 745 [01 ],7,10
2086,Fall 2017,CSC 775 [01 ],5,10
2087,Fall 2017,CSC 775 [02 ],1,10
2088,Fall 2017,CSC 780 [01 ],13,20
2089,Fall 2017,CSC 810 [01 ],29,40
2090,Fall 2017,CSC 841 [01 ],0,10
2091,Fall 2017,CSC 848 [01 ],3,5
2092,Fall 2017,CSC 848 [02 ],7,10
2093,Fall 2017,CSC 857 [01 ],6,20
2094,Fall 2017,CSC 867 [01 ],12,10
2095,Fall 2017,CSC 872 [01 ],19,20
2096,Fall 2017,CSC 877 [01 ],8,20
2097,Fall 2017,CSC 890 [01 ],13,20
2098,Fall 2017,CSC 893 [01 ],0,10
2099,Fall 2017,CSC 895 [01 ],0,0
2100,Fall 2017,CSC 897 [01 ],0,24
2101,Fall 2017,CSC 898 [01 ],0,0
2102,Fall 2017,CSC 899 [01 ],0,15
2103,Fall 2017,CSC 720 [01 ],12,20
2104,Fall 2017,CSC 745 [01 ],7,10
2105,Fall 2017,CSC 775 [01 ],5,10
2106,Fall 2017,CSC 775 [02 ],1,10
2107,Fall 2017,CSC 780 [01 ],13,20
2108,Fall 2017,CSC 810 [01 ],29,40
2109,Fall 2017,CSC 841 [01 ],0,10
2110,Fall 2017,CSC 848 [01 ],3,5
2111,Fall 2017,CSC 848 [02 ],7,10
2112,Fall 2017,CSC 857 [01 ],6,20
2113,Fall 2017,CSC 867 [01 ],12,10
2114,Fall 2017,CSC 872 [01 ],19,20
2115,Fall 2017,CSC 877 [01 ],8,20
2116,Fall 2017,CSC 890 [01 ],13,20
2117,Fall 2017,CSC 893 [01 ],0,10
2118,Fall 2017,CSC 895 [01 ],0,0
2119,Fall 2017,CSC 897 [01 ],0,24
2120,Fall 2017,CSC 898 [01 ],0,0
2121,Fall 2017,CSC 899 [01 ],0,15
2122,Spring 2018,CSC 210 [01 ],57,50
2123,Spring 2018,CSC 210 [02 ],69,65
2124,Spring 2018,CSC 210 [03 ],61,50
2125,Spring 2018,CSC 210 [04 ],40,40
2126,Spring 2018,CSC 210 [05 ],45,40
2127,Spring 2018,CSC 211 [01 ],39,40
2128,Spring 2018,CSC 220 [01 ],41,40
2129,Spring 2018,CSC 220 [02 ],48,45
2130,Spring 2018,CSC 220 [04 ],42,45
2131,Spring 2018,CSC 220 [05 ],46,45
2132,Spring 2018,CSC 230 [01 ],47,45
2133,Spring 2018,CSC 230 [02 ],41,40
2134,Spring 2018,CSC 230 [03 ],42,45
2135,Spring 2018,CSC 230 [04 ],44,40
2136,Spring 2018,CSC 256 [01 ],35,45
2137,Spring 2018,CSC 256 [03 ],117,100
2138,Spring 2018,CSC 300GW [01 ],30,25
2139,Spring 2018,CSC 300GW [02 ],30,25
2140,Spring 2018,CSC 300GW [03 ],30,25
2141,Spring 2018,CSC 300GW [04 ],31,25
2142,Spring 2018,CSC 309 [01 ],49,50
2143,Spring 2018,CSC 340 [01 ],44,45
2144,Spring 2018,CSC 340 [02 ],45,45
2145,Spring 2018,CSC 340 [03 ],76,100
2146,Spring 2018,CSC 340 [04 ],40,45
2147,Spring 2018,CSC 412 [01 ],39,40
2148,Spring 2018,CSC 412 [02 ],38,40
2149,Spring 2018,CSC 412 [03 ],22,40
2150,Spring 2018,CSC 412 [04 ],36,40
2151,Spring 2018,CSC 412 [05 ],35,40
2152,Spring 2018,CSC 413 [01 ],20,40
2153,Spring 2018,CSC 413 [02 ],50,50
2154,Spring 2018,CSC 413 [03 ],65,50
2155,Spring 2018,CSC 413 [04 ],22,40
2156,Spring 2018,CSC 413 [05 ],12,45
2157,Spring 2018,CSC 415 [01 ],47,50
2158,Spring 2018,CSC 415 [02 ],71,45
2159,Spring 2018,CSC 510 [01 ],62,55
2160,Spring 2018,CSC 510 [02 ],62,55
2161,Spring 2018,CSC 520 [01 ],43,50
2162,Spring 2018,CSC 600 [01 ],66,100
2163,Spring 2018,CSC 600 [02 ],48,50
2164,Spring 2018,CSC 621 [01 ],29,30
2165,Spring 2018,CSC 631 [01 ],32,30
2166,Spring 2018,CSC 641 [01 ],19,30
2167,Spring 2018,CSC 648 [01 ],40,35
2168,Spring 2018,CSC 648 [02 ],34,35
2169,Spring 2018,CSC 656 [01 ],56,45
2170,Spring 2018,CSC 665 [01 ],41,40
2171,Spring 2018,CSC 667 [01 ],33,35
2172,Spring 2018,CSC 668 [01 ],21,30
2173,Spring 2018,CSC 675 [01 ],39,40
2174,Spring 2018,CSC 675 [02 ],43,40
2175,Spring 2018,CSC 690 [01 ],48,40
2176,Spring 2018,CSC 694 [01 ],5,15
2177,Spring 2018,CSC 698 [01 ],33,40
2178,Spring 2018,CSC 699 [01 ],0,15
2179,Spring 2018,CSC 720 [01 ],8,20
2180,Spring 2018,CSC 775 [01 ],10,10
2181,Spring 2018,CSC 775 [02 ],2,5
2182,Spring 2018,CSC 780 [01 ],11,20
2183,Spring 2018,CSC 821 [01 ],0,10
2184,Spring 2018,CSC 831 [01 ],3,10
2185,Spring 2018,CSC 841 [01 ],0,8
2186,Spring 2018,CSC 845 [01 ],9,20
2187,Spring 2018,CSC 848 [01 ],6,5
2188,Spring 2018,CSC 848 [02 ],4,5
2189,Spring 2018,CSC 867 [01 ],5,10
2190,Spring 2018,CSC 868 [01 ],3,10
2191,Spring 2018,CSC 869 [01 ],17,20
2192,Spring 2018,CSC 874 [01 ],6,20
2193,Spring 2018,CSC 890 [01 ],7,20
2194,Spring 2018,CSC 893 [01 ],3,15
2195,Spring 2018,CSC 895 [01 ],0,5
2196,Spring 2018,CSC 897 [01 ],0,5
2197,Spring 2018,CSC 898 [01 ],0,5
2198,Spring 2018,CSC 899 [01 ],0,10
2199,Spring 2018,CSC 898 [01 ],0,5
2200,Spring 2018,CSC 899 [01 ],0,10
2201,Spring 2018,CSC 898 [01 ],0,5
2202,Spring 2018,CSC 899 [01 ],0,10
2203,Fall 2018,CSC 110 [01 ],25,30
2204,Fall 2018,CSC 210 [01 ],48,50
2205,Fall 2018,CSC 210 [02 ],49,50
2206,Fall 2018,CSC 210 [03 ],47,40
2207,Fall 2018,CSC 210 [05 ],39,40
2208,Fall 2018,CSC 211 [01 ],23,40
2209,Fall 2018,CSC 220 [01 ],42,40
2210,Fall 2018,CSC 220 [02 ],41,40
2211,Fall 2018,CSC 220 [03 ],64,45
2212,Fall 2018,CSC 220 [04 ],45,45
2213,Fall 2018,CSC 230 [01 ],40,40
2214,Fall 2018,CSC 230 [02 ],53,45
2215,Fall 2018,CSC 230 [03 ],45,40
2216,Fall 2018,CSC 256 [01 ],60,45
2217,Fall 2018,CSC 256 [02 ],49,45
2218,Fall 2018,CSC 300GW [01 ],30,25
2219,Fall 2018,CSC 300GW [02 ],30,25
2220,Fall 2018,CSC 300GW [03 ],31,25
2221,Fall 2018,CSC 300GW [04 ],29,25
2222,Fall 2018,CSC 340 [01 ],39,45
2223,Fall 2018,CSC 340 [02 ],47,45
2224,Fall 2018,CSC 340 [03 ],49,45
2225,Fall 2018,CSC 340 [04 ],56,45
2226,Fall 2018,CSC 340 [05 ],65,45
2227,Fall 2018,CSC 412 [01 ],44,40
2228,Fall 2018,CSC 412 [02 ],44,40
2229,Fall 2018,CSC 412 [03 ],41,40
2230,Fall 2018,CSC 412 [04 ],42,40
2231,Fall 2018,CSC 413 [01 ],65,45
2232,Fall 2018,CSC 413 [02 ],47,45
2233,Fall 2018,CSC 413 [03 ],27,40
2234,Fall 2018,CSC 413 [04 ],35,40
2235,Fall 2018,CSC 415 [01 ],76,70
2236,Fall 2018,CSC 415 [02 ],76,55
2237,Fall 2018,CSC 510 [01 ],49,45
2238,Fall 2018,CSC 510 [02 ],76,60
2239,Fall 2018,CSC 510 [03 ],38,40
2240,Fall 2018,CSC 520 [01 ],48,45
2241,Fall 2018,CSC 520 [02 ],41,40
2242,Fall 2018,CSC 600 [01 ],74,40
2243,Fall 2018,CSC 600 [02 ],69,70
2244,Fall 2018,CSC 645 [01 ],23,35
2245,Fall 2018,CSC 648 [01 ],38,35
2246,Fall 2018,CSC 648 [02 ],48,35
2247,Fall 2018,CSC 656 [01 ],76,50
2248,Fall 2018,CSC 658 [01 ],56,40
2249,Fall 2018,CSC 665 [01 ],40,40
2250,Fall 2018,CSC 667 [01 ],31,40
2251,Fall 2018,CSC 675 [01 ],38,40
2252,Fall 2018,CSC 675 [02 ],24,40
2253,Fall 2018,CSC 690 [02 ],72,40
2254,Fall 2018,CSC 694 [01 ],0,36
2255,Fall 2018,CSC 699 [01 ],0,15
2256,Fall 2018,CSC 720 [01 ],21,20
2257,Fall 2018,CSC 745 [01 ],9,10
2258,Fall 2018,CSC 775 [01 ],3,10
2259,Fall 2018,CSC 775 [02 ],12,5
2260,Fall 2018,CSC 780 [01 ],17,20
2261,Fall 2018,CSC 810 [01 ],20,20
2262,Fall 2018,CSC 847 [01 ],17,20
2263,Fall 2018,CSC 848 [01 ],5,5
2264,Fall 2018,CSC 848 [02 ],5,5
2265,Fall 2018,CSC 849 [01 ],23,20
2266,Fall 2018,CSC 867 [01 ],4,5
2267,Fall 2018,CSC 874 [01 ],11,20
2268,Fall 2018,CSC 876 [01 ],8,20
2269,Fall 2018,CSC 895 [01 ],0,0
2270,Fall 2018,CSC 897 [01 ],0,24
2271,Fall 2018,CSC 898 [01 ],0,0
2272,Fall 2018,CSC 690 [02 ],72,40
2273,Fall 2018,CSC 694 [01 ],0,36
2274,Fall 2018,CSC 699 [01 ],0,15
2275,Fall 2018,CSC 720 [01 ],21,20
2276,Fall 2018,CSC 745 [01 ],9,10
2277,Fall 2018,CSC 775 [01 ],3,10
2278,Fall 2018,CSC 775 [02 ],12,5
2279,Fall 2018,CSC 780 [01 ],17,20
2280,Fall 2018,CSC 810 [01 ],20,20
2281,Fall 2018,CSC 847 [01 ],17,20
2282,Fall 2018,CSC 848 [01 ],5,5
2283,Fall 2018,CSC 848 [02 ],5,5
2284,Fall 2018,CSC 849 [01 ],23,20
2285,Fall 2018,CSC 867 [01 ],4,5
2286,Fall 2018,CSC 874 [01 ],11,20
2287,Fall 2018,CSC 876 [01 ],8,20
2288,Fall 2018,CSC 895 [01 ],0,0
2289,Fall 2018,CSC 897 [01 ],0,24
2290,Fall 2018,CSC 898 [01 ],0,0
2291,Fall 2018,CSC 690 [02 ],72,40
2292,Fall 2018,CSC 694 [01 ],0,36
2293,Fall 2018,CSC 699 [01 ],0,15
2294,Fall 2018,CSC 720 [01 ],21,20
2295,Fall 2018,CSC 745 [01 ],9,10
2296,Fall 2018,CSC 775 [01 ],3,10
2297,Fall 2018,CSC 775 [02 ],12,5
2298,Fall 2018,CSC 780 [01 ],17,20
2299,Fall 2018,CSC 810 [01 ],20,20
2300,Fall 2018,CSC 847 [01 ],17,20
2301,Fall 2018,CSC 848 [01 ],5,5
2302,Fall 2018,CSC 848 [02 ],5,5
2303,Fall 2018,CSC 849 [01 ],23,20
2304,Fall 2018,CSC 867 [01 ],4,5
2305,Fall 2018,CSC 874 [01 ],11,20
2306,Fall 2018,CSC 876 [01 ],8,20
2307,Fall 2018,CSC 895 [01 ],0,0
2308,Fall 2018,CSC 897 [01 ],0,24
2309,Fall 2018,CSC 898 [01 ],0,0
2310,Fall 2018,CSC 690 [02 ],72,40
2311,Fall 2018,CSC 694 [01 ],0,36
2312,Fall 2018,CSC 699 [01 ],0,15
2313,Fall 2018,CSC 720 [01 ],21,20
2314,Fall 2018,CSC 745 [01 ],9,10
2315,Fall 2018,CSC 775 [01 ],3,10
2316,Fall 2018,CSC 775 [02 ],12,5
2317,Fall 2018,CSC 780 [01 ],17,20
2318,Fall 2018,CSC 810 [01 ],20,20
2319,Fall 2018,CSC 847 [01 ],17,20
2320,Fall 2018,CSC 848 [01 ],5,5
2321,Fall 2018,CSC 848 [02 ],5,5
2322,Fall 2018,CSC 849 [01 ],23,20
2323,Fall 2018,CSC 867 [01 ],4,5
2324,Fall 2018,CSC 874 [01 ],11,20
2325,Fall 2018,CSC 876 [01 ],8,20
2326,Fall 2018,CSC 895 [01 ],0,0
2327,Fall 2018,CSC 897 [01 ],0,24
2328,Fall 2018,CSC 898 [01 ],0,0
2329,Spring 2019,CSC 210 [01 ],50,47
2330,Spring 2019,CSC 210 [02 ],52,50
2331,Spring 2019,CSC 210 [03 ],40,50
2332,Spring 2019,CSC 210 [04 ],58,50
2333,Spring 2019,CSC 210 [05 ],53,45
2334,Spring 2019,CSC 210 [06 ],50,45
2335,Spring 2019,CSC 210 [07 ],29,40
2336,Spring 2019,CSC 211 [01 ],25,40
2337,Spring 2019,CSC 220 [01 ],22,45
2338,Spring 2019,CSC 220 [02 ],40,45
2339,Spring 2019,CSC 220 [03 ],50,45
2340,Spring 2019,CSC 220 [04 ],41,45
2341,Spring 2019,CSC 220 [05 ],24,45
2342,Spring 2019,CSC 220 [06 ],24,40
2343,Spring 2019,CSC 230 [01 ],44,45
2344,Spring 2019,CSC 230 [02 ],42,45
2345,Spring 2019,CSC 230 [03 ],42,45
2346,Spring 2019,CSC 230 [04 ],36,45
2347,Spring 2019,CSC 256 [01 ],48,50
2348,Spring 2019,CSC 256 [02 ],46,50
