num_people_enrolled,total_class_size,class_number,term,professor
121,130,Intro to Computer Science Lab                                ,FALL 2017,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
125,130,Intro to Computer Science Lab                                ,FALL 2017,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
95,130,Intro to Computer Science Lab                                ,FALL 2017,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
47,50,Intro to Computer Science Lab                                ,FALL 2017,"['Staff ', 'Staff ', 'Staff ']"
50,60,Principles & Practice: Comp Sci                                ,FALL 2017,"['Stone, Christopher ']"
15,20,Computational Creativity / Special Topics in Computer Sci                                ,FALL 2017,"['Keller, Robert M. ']"
23,25,Intro to Computer Science w/Lab                                ,FALL 2017,"['Wu, Yuqing ']"
30,25,Intro to Computer Science w/Lab                                ,FALL 2017,"['Wu, Yuqing ']"
13,15,"Lab, Intro to Computer Science                                ",FALL 2017,"['Kampe, Mark A. ']"
16,15,"Lab, Intro to Computer Science                                ",FALL 2017,"['Kampe, Mark A. ']"
10,15,"Lab, Intro to Computer Science                                ",FALL 2017,"['Wu, Yuqing ']"
13,15,"Lab, Intro to Computer Science                                ",FALL 2017,"['Wu, Yuqing ']"
42,38,Fundamentals of Computer Science                                ,FALL 2017,"['Bull, Everett L., Jr. ']"
15,18,Discrete Structures                                ,FALL 2017,"['Shaar, Ahmad Adib ', 'Shaar, Ahmad Adib ']"
26,18,Discrete Structures                                ,FALL 2017,"['Shaar, Ahmad Adib ', 'Shaar, Ahmad Adib ']"
74,85,Principles of Computer Science                                ,FALL 2017,"['Lewis, Colleen ']"
45,85,Principles of Computer Science                                ,FALL 2017,"['Lewis, Colleen ']"
26,18,Data Structures Adv Programming                                ,FALL 2017,"['Salloum, Mariam ']"
36,35,Data Structures Adv Programming                                ,FALL 2017,"['Bruce, Kim Barry ', 'Papoutsaki, Alexandra ']"
19,22,Data Structures/Adv Program Lab                                ,FALL 2017,"['Bruce, Kim Barry ', 'Papoutsaki, Alexandra ']"
17,22,Data Structures/Adv Program Lab                                ,FALL 2017,"['Bruce, Kim Barry ', 'Papoutsaki, Alexandra ']"
22,24,Data Structures/Prgm Development                                ,FALL 2017,"['Trushkowsky, Beth ', 'Medero, Julie ']"
23,24,Data Structures/Prgm Development                                ,FALL 2017,"['Medero, Julie ', 'Trushkowsky, Beth ']"
27,26,Data Structures/Prgm Development                                ,FALL 2017,"['Medero, Julie ', 'Trushkowsky, Beth ']"
23,24,Data Structures/Prgm Development                                ,FALL 2017,"['Medero, Julie ', 'Trushkowsky, Beth ']"
39,60,Data Structures/Prgm Dev Lab                                ,FALL 2017,"['Trushkowsky, Beth ', 'Medero, Julie ']"
56,60,Data Structures/Prgm Dev Lab                                ,FALL 2017,"['Medero, Julie ', 'Trushkowsky, Beth ']"
28,24,Computability and Logic                                ,FALL 2017,"['Keller, Robert M. ', 'Libeskind-Hadas, Ran ', 'Keller, Robert M. ']"
34,24,Computability and Logic                                ,FALL 2017,"['Keller, Robert M. ', 'Libeskind-Hadas, Ran ']"
44,40,Computer Systems                                ,FALL 2017,"['Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ']"
20,20,Software Development                                ,FALL 2017,"['Kharitonova, Yekaterina ', 'Kharitonova, Yekaterina ']"
20,20,Software Development                                ,FALL 2017,"['Kharitonova, Yekaterina ', 'Kharitonova, Yekaterina ']"
18,15,User Interfaces and Experience                                ,FALL 2017,"['Papoutsaki, Alexandra ', 'Papoutsaki, Alexandra ']"
19,20,Computer Networks                                ,FALL 2017,"['Kuenning, Geoffrey H. ', 'Kuenning, Geoffrey H. ']"
28,30,Programming Languages                                ,FALL 2017,"['Stone, Christopher ', ""O'Neill, Melissa E. "", 'Stone, Christopher ', ""O'Neill, Melissa E. ""]"
28,30,Programming Languages                                ,FALL 2017,"['Stone, Christopher ', ""O'Neill, Melissa E. "", 'Stone, Christopher ', ""O'Neill, Melissa E. ""]"
29,24,Programming Languages                                ,FALL 2017,"['Greenberg, Michael ']"
24,24,Algorithms                                ,FALL 2017,"['Boerkoel, James,, Jr. ']"
22,24,Algorithms                                ,FALL 2017,"['Devanny, William E ']"
3,12,Complexity Theory                                ,FALL 2017,"['Pippenger, Nicholas J. ']"
20,20,Artificial Intelligence                                ,FALL 2017,"['Boerkoel, James,, Jr. ']"
16,20,Neural Networks                                ,FALL 2017,"['Sweedyk, Elizabeth Ann ']"
14,20,Computer Graphics                                ,FALL 2017,"['Breeden, Katherine ']"
19,20,Machine Learning                                ,FALL 2017,"['Wu, Yi-Chieh ']"
33,10,Special Topics in Computer Sci - Big Data: Platforms/Applications,FALL 2017,"['Salloum, Mariam ']"
23,20,Advanced Topics in Algorithms / Computer Science Seminar                                ,FALL 2017,"['Libeskind-Hadas, Ran ']"
22,20,Computer Security / Computer Science Seminar                                ,FALL 2017,"['Sweedyk, Elizabeth Ann ']"
14,15,Graph Algorithm and Application                                ,FALL 2017,"['Devanny, William E ']"
14,20,Network Analysis and Mining                                ,FALL 2017,"['Roshanaei, Mahnaz ']"
0,100,Computer Science Clinic I                                ,FALL 2017,"['Dodds, Zachary B. ']"
0,5,Comp Sci Research/Indep Study                                ,FALL 2017,['Staff ']
56,60,Programming Practicum                                ,FALL 2017,"['Lewis, Colleen ']"
11,10,Computer Science Senior Seminar                                ,FALL 2017,"['Bull, Everett L., Jr. ']"
12,10,Computer Science Senior Seminar                                ,FALL 2017,"['Devanny, William E ']"
13,10,Computer Science Senior Seminar                                ,FALL 2017,"['Greenberg, Michael ']"
12,10,Computer Science Senior Seminar                                ,FALL 2017,"['Greenberg, Michael ']"
12,10,Computer Science Senior Seminar                                ,FALL 2017,"['Bull, Everett L., Jr. ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2017,"['Bruce, Kim Barry ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2017,"['Bull, Everett L., Jr. ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2017,"['Chen, Tzu-Yi ']"
1,15,Sr Research/Thesis Computer Sci                                ,FALL 2017,"['Greenberg, Michael ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2017,"['Papoutsaki, Alexandra ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2017,"['Wu, Yuqing ']"
1,15,Sr Research/Thesis Computer Sci                                ,FALL 2017,"['Kauchak, David R. ']"
0,15,Senior Project                                ,FALL 2017,"['Bruce, Kim Barry ']"
0,15,Senior Project                                ,FALL 2017,"['Bull, Everett L., Jr. ']"
0,15,Senior Project                                ,FALL 2017,"['Chen, Tzu-Yi ']"
0,15,Senior Project                                ,FALL 2017,"['Greenberg, Michael ']"
0,15,Senior Project                                ,FALL 2017,"['Papoutsaki, Alexandra ']"
0,15,Senior Project                                ,FALL 2017,"['Wu, Yuqing ']"
0,15,Senior Project                                ,FALL 2017,"['Kauchak, David R. ']"
155,297,Computer Science Colloquium                                ,FALL 2017,"['Libeskind-Hadas, Ran ']"
14,11,Computer Science Colloquium                                ,FALL 2017,"['Libeskind-Hadas, Ran ']"
0,40,Computer Science & Math Clinic I                                ,FALL 2017,"['Gu, Weiqing ', 'Dodds, Zachary B. ', 'Dodds, Zachary B. ', 'Gu, Weiqing ']"
17,20,Programming for Science+Engineer                                ,FALL 2017,"['Gould, Scot ']"
328,300,Introduction to Computer Science                                ,FALL 2018,"['Dodds, Zachary B. ']"
64,70,Introduction to Computer Science                                ,FALL 2018,"['Medero, Julie ']"
34,50,Intro to Biology & Computer Sci                                ,FALL 2018,"['Bush, Eliot C. ', 'Bush, Eliot C. ', 'Bush, Eliot C. ', 'Bush, Eliot C. ']"
116,124,Intro to Computer Science Lab                                ,FALL 2018,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
105,124,Intro to Computer Science Lab                                ,FALL 2018,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
117,124,Intro to Computer Science Lab                                ,FALL 2018,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
52,54,Intro to Computer Science Lab                                ,FALL 2018,"['Staff ', 'Staff ', 'Staff ']"
14,18,Computing for the Web                                ,FALL 2018,"['Naumov, Pavel ']"
45,50,Principles & Practice: Comp Sci                                ,FALL 2018,"['Wiedermann, Benjamin ']"
20,25,Intro to CS in Java w/Lab                                ,FALL 2018,"['Wu, Yuqing ', 'Kampe, Mark A. ', 'Wu, Yuqing ', 'Kampe, Mark A. ']"
37,25,Intro to CS in Python w/Lab                                ,FALL 2018,"['Chen, Tzu-Yi ', 'Birrell, Eleanor ', 'Chen, Tzu-Yi ', 'Birrell, Eleanor ']"
10,25,Fundamentals of Computer Science                                ,FALL 2018,"['Bull, Everett L., Jr. ']"
27,24,Discrete Math and Func. Prog.                                ,FALL 2018,"['Osborn, Joseph C ']"
104,299,Principles of Computer Science                                ,FALL 2018,"['Lewis, Colleen ']"
27,25,Data Structures Adv Programming                                ,FALL 2018,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
11,13,Data Structures/Adv Program Lab                                ,FALL 2018,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
16,12,Data Structures/Adv Program Lab                                ,FALL 2018,"['Papoutsaki, Alexandra ', 'Devanny, William E ']"
25,25,Data Structures/Prgm Development                                ,FALL 2018,"['Breeden, Katherine ', 'Stone, Christopher ']"
23,18,Data Structures/Prgm Development                                ,FALL 2018,"['Breeden, Katherine ', 'Stone, Christopher ']"
22,18,Data Structures/Prgm Development                                ,FALL 2018,"['Breeden, Katherine ', 'Stone, Christopher ']"
25,25,Data Structures/Prgm Development                                ,FALL 2018,"['Breeden, Katherine ', 'Stone, Christopher ']"
42,60,Data Structures/Prgm Dev Lab                                ,FALL 2018,"['Breeden, Katherine ', 'Stone, Christopher ']"
53,60,Data Structures/Prgm Dev Lab                                ,FALL 2018,"['Breeden, Katherine ', 'Stone, Christopher ']"
70,70,Computability and Logic                                ,FALL 2018,"['Libeskind-Hadas, Ran ']"
11,20,Computability & Logic                                ,FALL 2018,"['Wu, Yuqing ']"
25,25,Computer Systems                                ,FALL 2018,"['Trushkowsky, Beth ', 'Trushkowsky, Beth ', 'Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ', 'Trushkowsky, Beth ']"
29,28,Computer Systems                                ,FALL 2018,"['Sweedyk, Elizabeth Ann ', 'Sweedyk, Elizabeth Ann ', 'Trushkowsky, Beth ', 'Sweedyk, Elizabeth Ann ', 'Trushkowsky, Beth ', 'Sweedyk, Elizabeth Ann ']"
25,20,Computer Systems                                ,FALL 2018,"['Bull, Everett L., Jr. ']"
8,10,"Computer Systems, Lab                                ",FALL 2018,"['Bull, Everett L., Jr. ']"
17,17,"Computer Systems, Lab                                ",FALL 2018,"['Bull, Everett L., Jr. ']"
28,20,Computer Science Education Rsrch                                ,FALL 2018,"['Lewis, Colleen ']"
21,20,Software Development                                ,FALL 2018,"['Wu, Yi-Chieh ', 'Wu, Yi-Chieh ']"
19,20,Software Development                                ,FALL 2018,"['Wu, Yi-Chieh ', 'Wu, Yi-Chieh ']"
16,20,Computer Networks                                ,FALL 2018,"['Erlinger, Michael A. ', 'Erlinger, Michael A. ', 'Erlinger, Michael A. ']"
36,38,Programming Languages                                ,FALL 2018,"[""O'Neill, Melissa E. "", ""O'Neill, Melissa E. ""]"
14,18,Databases                                ,FALL 2018,"['Trushkowsky, Beth ']"
23,22,Algorithms                                ,FALL 2018,"['Boerkoel, James,, Jr. ']"
21,22,Algorithms                                ,FALL 2018,"['Boerkoel, James,, Jr. ']"
24,20,Algorithms                                ,FALL 2018,"['Chen, Tzu-Yi ']"
12,14,Data Mining                                ,FALL 2018,"['Naumov, Pavel ']"
24,20,Advanced Topics in Algorithms                                ,FALL 2018,"['Libeskind-Hadas, Ran ']"
22,20,Artificial Intelligence                                ,FALL 2018,"['Osborn, Joseph C ']"
18,24,Neural Networks                                ,FALL 2018,"['Rhodes, Neil ']"
20,20,Natural Language Processing                                ,FALL 2018,"['Medero, Julie ']"
17,20,Verification-Centric Softw Engrg / Computer Science Seminar                                ,FALL 2018,"['Bang, Lucas ']"
16,20,Computer Security / Computer Science Seminar                                ,FALL 2018,"['Sweedyk, Elizabeth Ann ']"
22,20,"Machine Learning, Info, & Search / Computer Science Seminar                                ",FALL 2018,"['Montanez, George ']"
22,20,Graph Algorithm and Application                                ,FALL 2018,"['Devanny, William E ']"
14,20,System Security                                ,FALL 2018,"['Birrell, Eleanor ']"
0,100,Computer Science Clinic I                                ,FALL 2018,"['Dodds, Zachary B. ']"
0,5,Comp Sci Research/Indep Study                                ,FALL 2018,['Staff ']
57,200,Programming Practicum                                ,FALL 2018,"['Stone, Christopher ']"
7,12,Computer Science Senior Seminar                                ,FALL 2018,"['Devanny, William E ']"
9,12,Computer Science Senior Seminar                                ,FALL 2018,"['Devanny, William E ']"
6,12,Computer Science Senior Seminar                                ,FALL 2018,"['Devanny, William E ']"
10,12,Computer Science Senior Seminar                                ,FALL 2018,"['Papoutsaki, Alexandra ']"
10,12,Computer Science Senior Seminar                                ,FALL 2018,"['Papoutsaki, Alexandra ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2018,"['Chen, Tzu-Yi ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2018,"['Birrell, Eleanor ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2018,"['Bull, Everett L., Jr. ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2018,"['Devanny, William E ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2018,"['Osborn, Joseph C ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2018,"['Papoutsaki, Alexandra ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2018,"['Wu, Yuqing ']"
0,15,Senior Project                                ,FALL 2018,"['Chen, Tzu-Yi ']"
0,15,Senior Project                                ,FALL 2018,"['Birrell, Eleanor ']"
0,15,Senior Project                                ,FALL 2018,"['Bull, Everett L., Jr. ']"
0,15,Senior Project                                ,FALL 2018,"['Devanny, William E ']"
0,15,Senior Project                                ,FALL 2018,"['Osborn, Joseph C ']"
0,15,Senior Project                                ,FALL 2018,"['Papoutsaki, Alexandra ']"
0,15,Senior Project                                ,FALL 2018,"['Wu, Yuqing ']"
196,297,Computer Science Colloquium                                ,FALL 2018,"['Libeskind-Hadas, Ran ']"
16,11,Computer Science Colloquium                                ,FALL 2018,"['Libeskind-Hadas, Ran ']"
0,50,Computer Science & Math Clinic I                                ,FALL 2018,"['Gu, Weiqing ', 'Dodds, Zachary B. ', 'Gu, Weiqing ', 'Dodds, Zachary B. ']"
19,20,Programming for Science+Engineer                                ,FALL 2018,"['Gould, Scot ']"
278,300,Introduction to Computer Science                                ,FALL 2019,"['Dodds, Zachary B. ']"
41,70,Introduction to Computer Science                                ,FALL 2019,"['Kuenning, Geoffrey H. ']"
20,50,Intro to Biology & Computer Sci                                ,FALL 2019,"['Wu, Yi-Chieh ', 'Wu, Yi-Chieh ', 'Wu, Yi-Chieh ', 'Wu, Yi-Chieh ']"
110,124,Intro to Computer Science Lab                                ,FALL 2019,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
64,124,Intro to Computer Science Lab                                ,FALL 2019,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
69,124,Intro to Computer Science Lab                                ,FALL 2019,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
73,124,Intro to Computer Science Lab                                ,FALL 2019,"['Staff ', 'Staff ', 'Staff ', 'Staff ']"
18,18,Foundations of Data Science                                ,FALL 2019,"['Bachman, David ', 'Bachman, David ']"
20,30,Computing for the Web                                ,FALL 2019,"['Izbicki, Michael ']"
51,50,Principles & Practice: Comp Sci                                ,FALL 2019,"['Keller, Robert M. ']"
28,30,Intro to CS with Topics in AI                                ,FALL 2019,"['Osborn, Joseph C ', 'Kauchak, David R. ', 'Kauchak, David R. ', 'Osborn, Joseph C ']"
30,25,Intro to CS in Python w/Lab                                ,FALL 2019,"['Birrell, Eleanor ']"
29,30,Intro to CS in Python w/Lab                                ,FALL 2019,"['Birrell, Eleanor ']"
20,20,"Lab, Intro to CS in Python                                ",FALL 2019,"['Kampe, Mark A. ']"
39,40,"Lab, Intro to CS in Python                                ",FALL 2019,"['Ye, Zilong ']"
20,20,Discrete Math and Func. Prog.                                ,FALL 2019,"['Wu, Yuqing ']"
22,20,Discrete Math and Func. Prog.                                ,FALL 2019,"['Wu, Yuqing ']"
101,100,Principles of Computer Science                                ,FALL 2019,"['Breeden, Katherine ']"
38,30,Data Structures Adv Programming                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
19,15,Data Structures/Adv Program Lab                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
19,15,Data Structures/Adv Program Lab                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
30,31,Data Structures/Prgm Development                                ,FALL 2019,"['Medero, Julie ', 'Bang, Lucas ']"
22,23,Data Structures/Prgm Development                                ,FALL 2019,"['Medero, Julie ', 'Bang, Lucas ']"
22,22,Data Structures/Prgm Development                                ,FALL 2019,"['Medero, Julie ', 'Bang, Lucas ']"
23,24,Data Structures/Prgm Development                                ,FALL 2019,"['Medero, Julie ', 'Bang, Lucas ']"
39,60,Data Structures/Prgm Dev Lab                                ,FALL 2019,"['Medero, Julie ', 'Bang, Lucas ']"
58,60,Data Structures/Prgm Dev Lab                                ,FALL 2019,"['Medero, Julie ', 'Bang, Lucas ']"
39,40,Computability and Logic                                ,FALL 2019,"['Stone, Christopher ']"
37,40,Computability and Logic                                ,FALL 2019,"['Stone, Christopher ']"
21,20,Intro to Languages and Theory                                ,FALL 2019,"['Chen, Tzu-Yi ']"
34,36,Computer Systems                                ,FALL 2019,"['Trushkowsky, Beth ', 'Kuenning, Geoffrey H. ']"
20,36,Computer Systems                                ,FALL 2019,"['Trushkowsky, Beth ', 'Kuenning, Geoffrey H. ']"
16,20,Computer Systems                                ,FALL 2019,"['Birrell, Eleanor ', 'Birrell, Eleanor ']"
40,44,Computer Systems Lab                                ,FALL 2019,"['Kuenning, Geoffrey H. ', 'Trushkowsky, Beth ', 'Kuenning, Geoffrey H. ', 'Trushkowsky, Beth ']"
14,44,Computer Systems Lab                                ,FALL 2019,"['Kuenning, Geoffrey H. ', 'Trushkowsky, Beth ', 'Kuenning, Geoffrey H. ', 'Trushkowsky, Beth ']"
30,32,Software Development                                ,FALL 2019,"['Lewis, Colleen ', 'Lewis, Colleen ', 'Lewis, Colleen ', 'Lewis, Colleen ']"
31,32,Software Development                                ,FALL 2019,"['Lewis, Colleen ', 'Lewis, Colleen ', 'Lewis, Colleen ', 'Lewis, Colleen ']"
18,30,Computer Networks                                ,FALL 2019,"['Erlinger, Michael A. ', 'Erlinger, Michael A. ', 'Erlinger, Michael A. ']"
33,40,Programming Languages                                ,FALL 2019,"[""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ', ""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ', ""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ', ""O'Neill, Melissa E. ""]"
37,40,Programming Languages                                ,FALL 2019,"[""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ', ""O'Neill, Melissa E. "", ""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ', ""O'Neill, Melissa E. "", 'Wiedermann, Benjamin ']"
21,24,Databases                                ,FALL 2019,"['Trushkowsky, Beth ']"
37,41,Algorithms                                ,FALL 2019,"['Libeskind-Hadas, Ran ', 'Schofield, Alexandra Kathryn ']"
42,42,Algorithms                                ,FALL 2019,"['Libeskind-Hadas, Ran ', 'Schofield, Alexandra Kathryn ']"
21,20,Algorithms                                ,FALL 2019,"['Chen, Tzu-Yi ']"
6,16,Complexity Theory                                ,FALL 2019,"['Pippenger, Nicholas J. ']"
7,5,Data Mining                                ,FALL 2019,"['Izbicki, Michael ', 'Izbicki, Michael ']"
18,24,Artificial Intelligence                                ,FALL 2019,"['Talvitie, Erin ']"
20,24,Artificial Intelligence                                ,FALL 2019,"['Talvitie, Erin ']"
20,24,Artificial Intelligence                                ,FALL 2019,"['Osborn, Joseph C ']"
24,24,Neural Networks                                ,FALL 2019,"['Rhodes, Neil ']"
30,30,Machine Learning                                ,FALL 2019,"['Kauchak, David R. ']"
41,31,"Machine Learning, Info, & Search / Computer Science Seminar                                ",FALL 2019,"['Montanez, George ']"
18,20,Computational Creativity Seminar / Computer Science Seminar                                ,FALL 2019,"['Keller, Robert M. ']"
35,25,Advanced Topics in Algorithms / Computer Science Seminar                                ,FALL 2019,"['Libeskind-Hadas, Ran ']"
0,150,Computer Science Clinic I                                ,FALL 2019,"['Dodds, Zachary B. ', 'Dodds, Zachary B. ']"
0,5,Comp Sci Research/Indep Study                                ,FALL 2019,['Staff ']
35,50,Computer Science Colloquium                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
42,200,Programming Practicum                                ,FALL 2019,"['Stone, Christopher ']"
10,12,Computer Science Senior Seminar                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
11,12,Computer Science Senior Seminar                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
9,12,Computer Science Senior Seminar                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
10,12,Computer Science Senior Seminar                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2019,"['Chen, Tzu-Yi ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2019,"['Birrell, Eleanor ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2019,"['Bull, Everett L., Jr. ']"
1,15,Sr Research/Thesis Computer Sci                                ,FALL 2019,"['Kauchak, David R. ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2019,"['Osborn, Joseph C ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
0,15,Sr Research/Thesis Computer Sci                                ,FALL 2019,"['Wu, Yuqing ']"
0,15,Senior Project                                ,FALL 2019,"['Chen, Tzu-Yi ']"
0,15,Senior Project                                ,FALL 2019,"['Birrell, Eleanor ']"
0,15,Senior Project                                ,FALL 2019,"['Bull, Everett L., Jr. ']"
0,15,Senior Project                                ,FALL 2019,"['Kauchak, David R. ']"
0,15,Senior Project                                ,FALL 2019,"['Osborn, Joseph C ']"
0,15,Senior Project                                ,FALL 2019,"['Papoutsaki, Alexandra ']"
0,15,Senior Project                                ,FALL 2019,"['Wu, Yuqing ']"
175,297,Computer Science Colloquium                                ,FALL 2019,"['Libeskind-Hadas, Ran ']"
52,11,Computer Science Colloquium                                ,FALL 2019,"['Libeskind-Hadas, Ran ']"
0,50,Computer Science & Math Clinic I                                ,FALL 2019,"['Yong, Darryl H. ', 'Dodds, Zachary B. ', 'Yong, Darryl H. ', 'Dodds, Zachary B. ', 'Yong, Darryl H. ', 'Dodds, Zachary B. ']"
16,20,Programming for Science+Engineer                                ,FALL 2019,"['Higdon, James C. ']"
18,20,Intro to Computing & Programming                                ,SPRING 2011,"['Sweedyk, Elizabeth Ann ']"
29,35,Intro to Computer Science w/Lab                                ,SPRING 2011,"['Lee, Arthur H. ']"
43,40,Intro to Computer Science w/Lab                                ,SPRING 2011,"['Chen, Tzu-Yi ']"
23,25,"Lab, Intro to Computer Science                                ",SPRING 2011,"['Kauchak, David R. ', 'Chen, Tzu-Yi ']"
20,25,"Lab, Intro to Computer Science                                ",SPRING 2011,"['Kampe, Mark A. ', 'Chen, Tzu-Yi ']"
15,18,Intro to Computer Science Lab                                ,SPRING 2011,"['Lee, Arthur H. ']"
14,17,Intro to Computer Science Lab                                ,SPRING 2011,"['Lee, Arthur H. ']"
15,24,Discrete Mathematics                                ,SPRING 2011,"['Bull, Everett L., Jr. ']"
54,76,Principles of Computer Science                                ,SPRING 2011,"['Alvarado, Christine J. ', 'Dodds, Zachary B. ']"
64,75,Principles of Computer Science                                ,SPRING 2011,"['Dodds, Zachary B. ', 'Alvarado, Christine J. ']"
35,40,Data Structures Adv Programming                                ,SPRING 2011,"['Bruce, Kim Barry ', 'Kauchak, David R. ']"
16,22,Data Structures/Adv Program Lab                                ,SPRING 2011,"['Bruce, Kim Barry ']"
18,22,Data Structures/Adv Program Lab                                ,SPRING 2011,"['Bruce, Kim Barry ']"
23,20,Data Structures/Prgm Development                                ,SPRING 2011,"[""O'Neill, Melissa E. ""]"
23,20,Data Structures/Prgm Development                                ,SPRING 2011,"[""O'Neill, Melissa E. ""]"
23,24,Computability and Logic                                ,SPRING 2011,"['Keller, Robert M. ', 'Stone, Christopher ']"
28,24,Computability and Logic                                ,SPRING 2011,"['Stone, Christopher ', 'Keller, Robert M. ']"
24,20,Computer Systems                                ,SPRING 2011,"['Erlinger, Michael A. ']"
23,22,Computer Systems                                ,SPRING 2011,"['Bull, Everett L., Jr. ']"
26,22,"Computer Systems, Lab                                ",SPRING 2011,"['Bull, Everett L., Jr. ']"
21,20,Computer Systems Lab                                ,SPRING 2011,"['Erlinger, Michael A. ']"
21,20,Software Development                                ,SPRING 2011,"['Sweedyk, Elizabeth Ann ', 'Erlinger, Michael A. ']"
22,24,Basics of User Interface Design                                ,SPRING 2011,"['Alvarado, Christine J. ']"
20,20,Programming Languages                                ,SPRING 2011,"['Bruce, Kim Barry ']"
17,15,Compiler Design                                ,SPRING 2011,"['Stone, Christopher ']"
15,19,Distrib. Software Architecture                                ,SPRING 2011,"['Lee, Arthur H. ']"
3,10,Computer Architecture                                ,SPRING 2011,"['Watkins, Matthew ']"
21,15,Algorithms                                ,SPRING 2011,"['Libeskind-Hadas, Ran ']"
3,5,Scientific Computing                                ,SPRING 2011,"['Percus, Allon ']"
15,20,Artificial Intelligence                                ,SPRING 2011,"['Casse, Juan ']"
6,20,Parallel and Real-Time Computing                                ,SPRING 2011,"['Keller, Robert M. ']"
21,16,Natural Language Processing                                ,SPRING 2011,"['Kauchak, David R. ']"
27,20,Spec Topics: Vision and Robotics                                ,SPRING 2011,"['Dodds, Zachary B. ']"
14,20,Spec Top:Adv Topic in Algorithms                                ,SPRING 2011,"['Libeskind-Hadas, Ran ']"
26,99,Computer Science Clinic II                                ,SPRING 2011,"['Keller, Robert M. ']"
0,35,Computer Science Research II                                ,SPRING 2011,['Staff ']
0,35,Computer Science Research II                                ,SPRING 2011,['Staff ']
0,35,Computer Science Research II                                ,SPRING 2011,['Staff ']
34,42,Programming Practicum                                ,SPRING 2011,"['Dodds, Zachary B. ']"
1,15,Sr Research/Thesis Computer Sci                                ,SPRING 2011,"['Chen, Tzu-Yi ']"
0,35,Computer Science Project II                                ,SPRING 2011,['Staff ']
0,35,Computer Science Project II                                ,SPRING 2011,['Staff ']
0,35,Computer Science Project II                                ,SPRING 2011,['Staff ']
12,16,Senior Project                                ,SPRING 2011,"['Staff ', 'Chen, Tzu-Yi ']"
74,99,Computer Science Colloquium                                ,SPRING 2011,"[""O'Neill, Melissa E. ""]"
0,99,Adv Problems in Computer Science                                ,SPRING 2011,['Staff ']
0,99,Adv Problems in Computer Science                                ,SPRING 2011,['Staff ']
0,99,Adv Problems in Computer Science                                ,SPRING 2011,['Staff ']
4,8,Adv Problems in Computer Science - Adv Problem in CS: Music Shaper ,SPRING 2011,"['Keller, Robert M. ']"
1,10,Adv Problems in Computer Science                                ,SPRING 2011,"['Dodds, Zachary B. ']"
35,26,Computation & Cognition w/Lab                                ,SPRING 2012,"['Sood, Sara Owsley ']"
17,18,"Lab, Computation and Cognition                                ",SPRING 2012,"['Sood, Sara Owsley ']"
18,18,"Lab, Computation and Cognition                                ",SPRING 2012,"['Sood, Sara Owsley ']"
39,45,Introduction to Computer Science                                ,SPRING 2012,"['Lee, Arthur H. ']"
